Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id,time_utc,time_ist,date_ist,hour_ist,day_of_week,day_of_month,TweetWordCount,TweetCharCount,TweetCategory,user_profile_id
eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl #ut,7563584292272240,2020-06-04 17:24 +0000,288.0,3.0,0.010416667,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-06-04 17:24:00+00:00,2020-06-04 22:54:00+00:00,2020-06-04,22,Thursday,4,29,176,Other,7563584292272240,2020-06-04 17:24:00+00:00,2020-06-04 22:54:00+00:00,2020-06-04,22,Thursday,4,29,176,Other,7563584292272240
integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices #justo,6786563800500590,2020-06-04 16:50 +0000,155.0,2.0,0.012903226,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-06-04 16:50:00+00:00,2020-06-04 22:20:00+00:00,2020-06-04,22,Thursday,4,24,154,Other,6786563800500590,2020-06-04 16:50:00+00:00,2020-06-04 22:20:00+00:00,2020-06-04,22,Thursday,4,24,154,Other,6786563800500590
blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis #elementum,3028432464985270,2020-06-04 14:50 +0000,629.0,5.0,0.007949126,0.0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0.0,0.0,2020-06-04 14:50:00+00:00,2020-06-04 20:20:00+00:00,2020-06-04,20,Thursday,4,25,181,Links,3028432464985270,2020-06-04 14:50:00+00:00,2020-06-04 20:20:00+00:00,2020-06-04,20,Thursday,4,25,181,Links,3028432464985270
tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #fusce,3348151057628720,2020-06-04 14:47 +0000,244.0,4.0,0.016393443,0.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-06-04 14:47:00+00:00,2020-06-04 20:17:00+00:00,2020-06-04,20,Thursday,4,22,129,Other,3348151057628720,2020-06-04 14:47:00+00:00,2020-06-04 20:17:00+00:00,2020-06-04,20,Thursday,4,22,129,Other,3348151057628720
urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla #ante,1852569348000030,2020-06-04 01:06 +0000,91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-06-04 01:06:00+00:00,2020-06-04 06:36:00+00:00,2020-06-04,6,Thursday,4,33,205,Other,1852569348000030,2020-06-04 01:06:00+00:00,2020-06-04 06:36:00+00:00,2020-06-04,6,Thursday,4,33,205,Other,1852569348000030
at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #eu,2276161752907170,2020-06-04 00:13 +0000,107.0,8.0,0.074766355,0.0,1,6.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-06-04 00:13:00+00:00,2020-06-04 05:43:00+00:00,2020-06-04,5,Thursday,4,26,160,Other,2276161752907170,2020-06-04 00:13:00+00:00,2020-06-04 05:43:00+00:00,2020-06-04,5,Thursday,4,26,160,Other,2276161752907170
ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #ornare,9986781637311910,2020-06-04 00:05 +0000,415.0,13.0,0.031325301,0.0,0,4.0,2.0,6,0,1,0,0,0,0,0,0,0.0,0.0,2020-06-04 00:05:00+00:00,2020-06-04 05:35:00+00:00,2020-06-04,5,Thursday,4,36,240,Links,9986781637311910,2020-06-04 00:05:00+00:00,2020-06-04 05:35:00+00:00,2020-06-04,5,Thursday,4,36,240,Links,9986781637311910
in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #orci,6503853022233940,2020-06-04 00:05 +0000,1714.0,77.0,0.044924154,4.0,1,11.0,3.0,31,0,27,0,0,0,0,0,0,0.0,0.0,2020-06-04 00:05:00+00:00,2020-06-04 05:35:00+00:00,2020-06-04,5,Thursday,4,22,149,Links,6503853022233940,2020-06-04 00:05:00+00:00,2020-06-04 05:35:00+00:00,2020-06-04,5,Thursday,4,22,149,Links,6503853022233940
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #sapien,4383316855050190,2020-06-03 18:15 +0000,304.0,2.0,0.006578947,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-06-03 18:15:00+00:00,2020-06-03 23:45:00+00:00,2020-06-03,23,Wednesday,3,19,118,Other,4383316855050190,2020-06-03 18:15:00+00:00,2020-06-03 23:45:00+00:00,2020-06-03,23,Wednesday,3,19,118,Other,4383316855050190
justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut #erat,9686214138532350,2020-06-03 01:22 +0000,1062.0,27.0,0.025423729,0.0,0,20.0,2.0,0,0,5,0,0,0,0,0,0,0.0,0.0,2020-06-03 01:22:00+00:00,2020-06-03 06:52:00+00:00,2020-06-03,6,Wednesday,3,16,102,Other,9686214138532350,2020-06-03 01:22:00+00:00,2020-06-03 06:52:00+00:00,2020-06-03,6,Wednesday,3,16,102,Other,9686214138532350
nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #in,4815984534242360,2020-06-02 21:37 +0000,440.0,12.0,0.027272727,0.0,0,0.0,0.0,6,0,5,0,0,0,0,0,0,1.0,1.0,2020-06-02 21:37:00+00:00,2020-06-03 03:07:00+00:00,2020-06-03,3,Wednesday,3,36,248,Media,4815984534242360,2020-06-02 21:37:00+00:00,2020-06-03 03:07:00+00:00,2020-06-03,3,Wednesday,3,36,248,Media,4815984534242360
lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #suspendisse,9854607910641110,2020-06-02 21:10 +0000,192.0,2.0,0.010416667,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,24.0,0.0,2020-06-02 21:10:00+00:00,2020-06-03 02:40:00+00:00,2020-06-03,2,Wednesday,3,24,158,Media,9854607910641110,2020-06-02 21:10:00+00:00,2020-06-03 02:40:00+00:00,2020-06-03,2,Wednesday,3,24,158,Media,9854607910641110
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis #donec,4696652376228610,2020-06-02 17:34 +0000,2659.0,167.0,0.062805566,1.0,2,27.0,19.0,1,0,117,0,0,0,0,0,0,0.0,0.0,2020-06-02 17:34:00+00:00,2020-06-02 23:04:00+00:00,2020-06-02,23,Tuesday,2,33,193,Links,4696652376228610,2020-06-02 17:34:00+00:00,2020-06-02 23:04:00+00:00,2020-06-02,23,Tuesday,2,33,193,Links,4696652376228610
feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam #mauris,8023030901105070,2020-06-02 17:26 +0000,202.0,4.0,0.01980198,0.0,0,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-06-02 17:26:00+00:00,2020-06-02 22:56:00+00:00,2020-06-02,22,Tuesday,2,35,221,Other,8023030901105070,2020-06-02 17:26:00+00:00,2020-06-02 22:56:00+00:00,2020-06-02,22,Tuesday,2,35,221,Other,8023030901105070
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent #diam,6693267415703150,2020-06-02 16:10 +0000,436.0,2.0,0.004587156,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-06-02 16:10:00+00:00,2020-06-02 21:40:00+00:00,2020-06-02,21,Tuesday,2,18,123,Other,6693267415703150,2020-06-02 16:10:00+00:00,2020-06-02 21:40:00+00:00,2020-06-02,21,Tuesday,2,18,123,Other,6693267415703150
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare #ac,5516273526438230,2020-06-02 01:32 +0000,644.0,4.0,0.00621118,0.0,0,1.0,0.0,1,0,2,0,0,0,0,0,0,0.0,0.0,2020-06-02 01:32:00+00:00,2020-06-02 07:02:00+00:00,2020-06-02,7,Tuesday,2,20,127,Links,5516273526438230,2020-06-02 01:32:00+00:00,2020-06-02 07:02:00+00:00,2020-06-02,7,Tuesday,2,20,127,Links,5516273526438230
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #non,9651523706758940,2020-06-02 01:14 +0000,737.0,3.0,0.004070556,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-06-02 01:14:00+00:00,2020-06-02 06:44:00+00:00,2020-06-02,6,Tuesday,2,28,179,Other,9651523706758940,2020-06-02 01:14:00+00:00,2020-06-02 06:44:00+00:00,2020-06-02,6,Tuesday,2,28,179,Other,9651523706758940
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum #auctor,123219498384401,2020-06-02 00:16 +0000,219.0,5.0,0.02283105,0.0,0,2.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-06-02 00:16:00+00:00,2020-06-02 05:46:00+00:00,2020-06-02,5,Tuesday,2,36,250,Other,123219498384401,2020-06-02 00:16:00+00:00,2020-06-02 05:46:00+00:00,2020-06-02,5,Tuesday,2,36,250,Other,123219498384401
amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan #cubilia,5121563076299090,2020-06-01 15:33 +0000,224.0,9.0,0.040178571,0.0,2,2.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,2020-06-01 15:33:00+00:00,2020-06-01 21:03:00+00:00,2020-06-01,21,Monday,1,17,114,Other,5121563076299090,2020-06-01 15:33:00+00:00,2020-06-01 21:03:00+00:00,2020-06-01,21,Monday,1,17,114,Other,5121563076299090
dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #aenean,6883360205267540,2020-06-01 15:20 +0000,295.0,8.0,0.027118644,0.0,2,4.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-06-01 15:20:00+00:00,2020-06-01 20:50:00+00:00,2020-06-01,20,Monday,1,18,124,Other,6883360205267540,2020-06-01 15:20:00+00:00,2020-06-01 20:50:00+00:00,2020-06-01,20,Monday,1,18,124,Other,6883360205267540
sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit #ultrices,5542068608915240,2020-06-01 14:59 +0000,698.0,6.0,0.008595989,0.0,0,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,2020-06-01 14:59:00+00:00,2020-06-01 20:29:00+00:00,2020-06-01,20,Monday,1,32,209,Other,5542068608915240,2020-06-01 14:59:00+00:00,2020-06-01 20:29:00+00:00,2020-06-01,20,Monday,1,32,209,Other,5542068608915240
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #vel,5167255978208700,2020-06-01 12:21 +0000,1406.0,18.0,0.012802276,0.0,1,6.0,5.0,0,0,6,0,0,0,0,0,0,0.0,0.0,2020-06-01 12:21:00+00:00,2020-06-01 17:51:00+00:00,2020-06-01,17,Monday,1,33,219,Other,5167255978208700,2020-06-01 12:21:00+00:00,2020-06-01 17:51:00+00:00,2020-06-01,17,Monday,1,33,219,Other,5167255978208700
volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id #etiam,9140008581283570,2020-06-01 00:34 +0000,355.0,6.0,0.016901408,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,87.0,2.0,2020-06-01 00:34:00+00:00,2020-06-01 06:04:00+00:00,2020-06-01,6,Monday,1,30,178,Media,9140008581283570,2020-06-01 00:34:00+00:00,2020-06-01 06:04:00+00:00,2020-06-01,6,Monday,1,30,178,Media,9140008581283570
justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #lacinia,6500699397621640,2020-07-31 23:04 +0000,2506.0,16.0,0.006384677,3.0,0,5.0,1.0,0,0,7,0,0,0,0,0,0,0.0,0.0,2020-07-31 23:04:00+00:00,2020-08-01 04:34:00+00:00,2020-08-01,4,Saturday,1,21,131,Other,6500699397621640,2020-07-31 23:04:00+00:00,2020-08-01 04:34:00+00:00,2020-08-01,4,Saturday,1,21,131,Other,6500699397621640
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #congue,3058355552038320,2020-07-31 20:17 +0000,246.0,2.0,0.008130081,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-31 20:17:00+00:00,2020-08-01 01:47:00+00:00,2020-08-01,1,Saturday,1,32,233,Other,3058355552038320,2020-07-31 20:17:00+00:00,2020-08-01 01:47:00+00:00,2020-08-01,1,Saturday,1,32,233,Other,3058355552038320
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #bibendum,6976325398774890,2020-07-31 20:15 +0000,301.0,3.0,0.009966777,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-07-31 20:15:00+00:00,2020-08-01 01:45:00+00:00,2020-08-01,1,Saturday,1,22,139,Other,6976325398774890,2020-07-31 20:15:00+00:00,2020-08-01 01:45:00+00:00,2020-08-01,1,Saturday,1,22,139,Other,6976325398774890
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #ante,908593996734688,2020-07-31 20:06 +0000,5287.0,430.0,0.081331568,6.0,7,32.0,25.0,93,6,93,0,0,0,0,0,0,168.0,168.0,2020-07-31 20:06:00+00:00,2020-08-01 01:36:00+00:00,2020-08-01,1,Saturday,1,27,174,Media,908593996734688,2020-07-31 20:06:00+00:00,2020-08-01 01:36:00+00:00,2020-08-01,1,Saturday,1,27,174,Media,908593996734688
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #eleifend,9850223281092250,2020-07-31 20:02 +0000,459.0,1.0,0.002178649,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-31 20:02:00+00:00,2020-08-01 01:32:00+00:00,2020-08-01,1,Saturday,1,25,164,Other,9850223281092250,2020-07-31 20:02:00+00:00,2020-08-01 01:32:00+00:00,2020-08-01,1,Saturday,1,25,164,Other,9850223281092250
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec #non,3859154520604540,2020-07-31 17:18 +0000,177.0,2.0,0.011299435,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-31 17:18:00+00:00,2020-07-31 22:48:00+00:00,2020-07-31,22,Friday,31,33,236,Other,3859154520604540,2020-07-31 17:18:00+00:00,2020-07-31 22:48:00+00:00,2020-07-31,22,Friday,31,33,236,Other,3859154520604540
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #maecenas,6026863473370670,2020-07-31 16:58 +0000,252.0,5.0,0.01984127,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,76.0,1.0,2020-07-31 16:58:00+00:00,2020-07-31 22:28:00+00:00,2020-07-31,22,Friday,31,22,153,Media,6026863473370670,2020-07-31 16:58:00+00:00,2020-07-31 22:28:00+00:00,2020-07-31,22,Friday,31,22,153,Media,6026863473370670
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi,2418892078619550,2020-07-31 14:31 +0000,551.0,6.0,0.010889292,0.0,0,1.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,2020-07-31 14:31:00+00:00,2020-07-31 20:01:00+00:00,2020-07-31,20,Friday,31,22,137,Other,2418892078619550,2020-07-31 14:31:00+00:00,2020-07-31 20:01:00+00:00,2020-07-31,20,Friday,31,22,137,Other,2418892078619550
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #etiam,4587054582686890,2020-07-31 14:27 +0000,869.0,6.0,0.006904488,0.0,1,4.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-31 14:27:00+00:00,2020-07-31 19:57:00+00:00,2020-07-31,19,Friday,31,17,102,Other,4587054582686890,2020-07-31 14:27:00+00:00,2020-07-31 19:57:00+00:00,2020-07-31,19,Friday,31,17,102,Other,4587054582686890
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris #nibh,3307946584291540,2020-07-31 12:12 +0000,200.0,1.0,0.005,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-31 12:12:00+00:00,2020-07-31 17:42:00+00:00,2020-07-31,17,Friday,31,36,218,Other,3307946584291540,2020-07-31 12:12:00+00:00,2020-07-31 17:42:00+00:00,2020-07-31,17,Friday,31,36,218,Other,3307946584291540
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #cras,4960597948005700,2020-07-31 11:58 +0000,227.0,25.0,0.110132159,0.0,0,3.0,0.0,1,0,0,0,0,0,0,0,0,21.0,21.0,2020-07-31 11:58:00+00:00,2020-07-31 17:28:00+00:00,2020-07-31,17,Friday,31,22,140,Media,4960597948005700,2020-07-31 11:58:00+00:00,2020-07-31 17:28:00+00:00,2020-07-31,17,Friday,31,22,140,Media,4960597948005700
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8307761872051380,2020-07-31 11:51 +0000,195.0,3.0,0.015384615,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-07-31 11:51:00+00:00,2020-07-31 17:21:00+00:00,2020-07-31,17,Friday,31,36,238,Other,8307761872051380,2020-07-31 11:51:00+00:00,2020-07-31 17:21:00+00:00,2020-07-31,17,Friday,31,36,238,Other,8307761872051380
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3217285828936310,2020-07-31 04:03 +0000,56.0,5.0,0.089285714,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,2020-07-31 04:03:00+00:00,2020-07-31 09:33:00+00:00,2020-07-31,9,Friday,31,25,173,Other,3217285828936310,2020-07-31 04:03:00+00:00,2020-07-31 09:33:00+00:00,2020-07-31,9,Friday,31,25,173,Other,3217285828936310
tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique,2815176389286090,2020-07-31 02:55 +0000,1263.0,50.0,0.039588282,0.0,2,8.0,4.0,0,2,34,0,0,0,0,0,0,0.0,0.0,2020-07-31 02:55:00+00:00,2020-07-31 08:25:00+00:00,2020-07-31,8,Friday,31,28,182,Hashtags,2815176389286090,2020-07-31 02:55:00+00:00,2020-07-31 08:25:00+00:00,2020-07-31,8,Friday,31,28,182,Hashtags,2815176389286090
purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #platea,4484898124789770,2020-07-30 17:37 +0000,91.0,3.0,0.032967033,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,30.0,2.0,2020-07-30 17:37:00+00:00,2020-07-30 23:07:00+00:00,2020-07-30,23,Thursday,30,19,117,Media,4484898124789770,2020-07-30 17:37:00+00:00,2020-07-30 23:07:00+00:00,2020-07-30,23,Thursday,30,19,117,Media,4484898124789770
in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus #magna,7161702037460170,2020-07-30 17:28 +0000,231.0,8.0,0.034632035,0.0,1,4.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,2020-07-30 17:28:00+00:00,2020-07-30 22:58:00+00:00,2020-07-30,22,Thursday,30,34,235,Other,7161702037460170,2020-07-30 17:28:00+00:00,2020-07-30 22:58:00+00:00,2020-07-30,22,Thursday,30,34,235,Other,7161702037460170
eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas #cursus,2070543097261570,2020-07-30 16:44 +0000,256.0,9.0,0.03515625,0.0,1,1.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0.0,2020-07-30 16:44:00+00:00,2020-07-30 22:14:00+00:00,2020-07-30,22,Thursday,30,26,160,Other,2070543097261570,2020-07-30 16:44:00+00:00,2020-07-30 22:14:00+00:00,2020-07-30,22,Thursday,30,26,160,Other,2070543097261570
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus #nulla,556492193417778,2020-07-30 16:00 +0000,188.0,1.0,0.005319149,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,25.0,0.0,2020-07-30 16:00:00+00:00,2020-07-30 21:30:00+00:00,2020-07-30,21,Thursday,30,28,186,Media,556492193417778,2020-07-30 16:00:00+00:00,2020-07-30 21:30:00+00:00,2020-07-30,21,Thursday,30,28,186,Media,556492193417778
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient #leo,9260072235757430,2020-07-30 15:57 +0000,375.0,13.0,0.034666667,1.0,0,1.0,2.0,3,1,2,0,0,0,0,0,0,3.0,3.0,2020-07-30 15:57:00+00:00,2020-07-30 21:27:00+00:00,2020-07-30,21,Thursday,30,19,124,Media,9260072235757430,2020-07-30 15:57:00+00:00,2020-07-30 21:27:00+00:00,2020-07-30,21,Thursday,30,19,124,Media,9260072235757430
sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut #quisque,7837882894716500,2020-07-30 13:45 +0000,177.0,1.0,0.005649718,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,34.0,0.0,2020-07-30 13:45:00+00:00,2020-07-30 19:15:00+00:00,2020-07-30,19,Thursday,30,29,181,Media,7837882894716500,2020-07-30 13:45:00+00:00,2020-07-30 19:15:00+00:00,2020-07-30,19,Thursday,30,29,181,Media,7837882894716500
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #tellus,4419375308055070,2020-07-30 11:51 +0000,205.0,5.0,0.024390244,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-07-30 11:51:00+00:00,2020-07-30 17:21:00+00:00,2020-07-30,17,Thursday,30,30,190,Other,4419375308055070,2020-07-30 11:51:00+00:00,2020-07-30 17:21:00+00:00,2020-07-30,17,Thursday,30,30,190,Other,4419375308055070
orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #quisque,1559950372596810,2020-07-30 11:39 +0000,453.0,40.0,0.088300221,0.0,1,0.0,0.0,1,0,8,0,0,0,0,0,0,30.0,30.0,2020-07-30 11:39:00+00:00,2020-07-30 17:09:00+00:00,2020-07-30,17,Thursday,30,27,181,Media,1559950372596810,2020-07-30 11:39:00+00:00,2020-07-30 17:09:00+00:00,2020-07-30,17,Thursday,30,27,181,Media,1559950372596810
curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel #amet,9247922935974730,2020-07-30 11:37 +0000,202.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2020-07-30 11:37:00+00:00,2020-07-30 17:07:00+00:00,2020-07-30,17,Thursday,30,25,168,Other,9247922935974730,2020-07-30 11:37:00+00:00,2020-07-30 17:07:00+00:00,2020-07-30,17,Thursday,30,25,168,Other,9247922935974730
massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #dapibus,5079784542978750,2020-07-29 20:31 +0000,420.0,4.0,0.00952381,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,60.0,1.0,2020-07-29 20:31:00+00:00,2020-07-30 02:01:00+00:00,2020-07-30,2,Thursday,30,34,215,Media,5079784542978750,2020-07-29 20:31:00+00:00,2020-07-30 02:01:00+00:00,2020-07-30,2,Thursday,30,34,215,Media,5079784542978750
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ipsum,7988008212650900,2020-07-29 18:45 +0000,501.0,9.0,0.017964072,0.0,0,4.0,2.0,0,0,1,0,0,0,0,0,0,2.0,2.0,2020-07-29 18:45:00+00:00,2020-07-30 00:15:00+00:00,2020-07-30,0,Thursday,30,24,143,Media,7988008212650900,2020-07-29 18:45:00+00:00,2020-07-30 00:15:00+00:00,2020-07-30,0,Thursday,30,24,143,Media,7988008212650900
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem #mauris,1139877607186470,2020-07-29 17:48 +0000,171.0,10.0,0.058479532,0.0,0,6.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0,2020-07-29 17:48:00+00:00,2020-07-29 23:18:00+00:00,2020-07-29,23,Wednesday,29,23,133,Other,1139877607186470,2020-07-29 17:48:00+00:00,2020-07-29 23:18:00+00:00,2020-07-29,23,Wednesday,29,23,133,Other,1139877607186470
